"","challenge","CXCR3","delta","dpi","EH_ID","Eim_MC","faeces_weight","IFNy_CEWE","IFNy_FEC","IL.12","infHistory","IRG6","labels","OPG","primary","weight","weight_dpi0","Wchange","HybridStatus","Strain","EXP"
"144","E64",NA,NA,3,"LM_0227",NA,1.5,NA,NA,NA,"E88:E64",NA,"E7aIPS",0,NA,23.8,23.86,99.75,"inter subsp. hybrids","BUSNA_STRA","E7"
"145","E64",NA,NA,6,"LM_0227",NA,0.88,NA,5.28962689128332,NA,"E88:E64",NA,"E7aLNW",85227.2727272727,NA,22.94,23.86,96.14,"inter subsp. hybrids","BUSNA_STRA","E7"
"146","E64",-10.535,-5.79,8,"LM_0227","pos",2.73,537.333333333333,7.02526117343341,-9.13,"E88:E64",-4.425,"E7aMNW",15567.7655677656,NA,23.81,23.86,99.79,"inter subsp. hybrids","BUSNA_STRA","E7"
"147","E64",NA,NA,5,"LM_0227",NA,2.01,NA,NA,NA,"E88:E64",NA,"E7aRTY",116915.422885572,NA,23.12,23.86,96.9,"inter subsp. hybrids","BUSNA_STRA","E7"
"148","E64",-8.9125,-5.91,8,"LM_0228","pos",1.13,841.333333333333,4.99875306588759,-6.9325,"E88:E64",-4.3925,"E7aBGY",79646.0176991151,NA,23.5,21.23,110.69,"inter subsp. hybrids","STRA_BUSNA","E7"
"149","E64",NA,NA,4,"LM_0228",NA,1.96,NA,NA,NA,"E88:E64",NA,"E7aBJR",2551.02040816327,NA,24.01,21.23,113.09,"inter subsp. hybrids","STRA_BUSNA","E7"
"150","E64",NA,NA,2,"LM_0228",NA,1.2,NA,NA,NA,"E88:E64",NA,"E7aCRZ",0,NA,24.14,21.23,113.71,"inter subsp. hybrids","STRA_BUSNA","E7"
"151","E64",NA,NA,3,"LM_0228",NA,1.69,NA,NA,NA,"E88:E64",NA,"E7aCWZ",0,NA,24.85,21.23,117.05,"inter subsp. hybrids","STRA_BUSNA","E7"
"152","E64",NA,NA,0,"LM_0228",NA,1.24,NA,NA,NA,"E88:E64",NA,"E7aEJN",0,NA,21.23,21.23,100,"inter subsp. hybrids","STRA_BUSNA","E7"
"153","E64",NA,NA,5,"LM_0228",NA,1.32,NA,NA,NA,"E88:E64",NA,"E7aESW",375000,NA,23.47,21.23,110.55,"inter subsp. hybrids","STRA_BUSNA","E7"
"154","E64",NA,NA,1,"LM_0228",NA,1.28,NA,NA,NA,"E88:E64",NA,"E7aFHT",0,NA,23.4,21.23,110.22,"inter subsp. hybrids","STRA_BUSNA","E7"
"155","E64",NA,NA,6,"LM_0228",NA,1.05,NA,3.90463796942712,NA,"E88:E64",NA,"E7aLMZ",833333.333333333,NA,22.29,21.23,104.99,"inter subsp. hybrids","STRA_BUSNA","E7"
"156","E64",NA,NA,6,"LM_0228",NA,1.05,NA,52.2741183942562,NA,"E88:E64",NA,"E7aLMZ",833333.333333333,NA,22.29,21.23,104.99,"inter subsp. hybrids","STRA_BUSNA","E7"
"157","E64",NA,NA,7,"LM_0228",NA,1.18,NA,8.22027140098512,NA,"E88:E64",NA,"E7aNSX",552966.101694915,NA,22.92,21.23,107.96,"inter subsp. hybrids","STRA_BUSNA","E7"
"158","E88",NA,NA,1,"LM_0229",NA,1.63,NA,NA,NA,"E88:E88",NA,"E7aABG",0,NA,18.38,19.06,96.43,"parental strains","SCHUNT_SCHUNT","E7"
"159","E88",NA,NA,3,"LM_0229",NA,2.07,NA,NA,NA,"E88:E88",NA,"E7aAIO",0,NA,18.85,19.06,98.9,"parental strains","SCHUNT_SCHUNT","E7"
"160","E88",NA,NA,2,"LM_0229",NA,1.23,NA,NA,NA,"E88:E88",NA,"E7aBIO",0,NA,18.88,19.06,99.06,"parental strains","SCHUNT_SCHUNT","E7"
"161","E88",NA,NA,5,"LM_0229",NA,3.34,NA,NA,NA,"E88:E88",NA,"E7aCNT",0,NA,19.88,19.06,104.3,"parental strains","SCHUNT_SCHUNT","E7"
"162","E88",NA,NA,0,"LM_0229",NA,1.4,NA,NA,NA,"E88:E88",NA,"E7aDKR",0,NA,19.06,19.06,100,"parental strains","SCHUNT_SCHUNT","E7"
"163","E88",-7.4325,-7.12,8,"LM_0229","neg",2.36,113.833333333333,1.65664455658793,-4.6475,"E88:E88",-3.1225,"E7aEMW",0,NA,19.01,19.06,99.74,"parental strains","SCHUNT_SCHUNT","E7"
"164","E88",NA,NA,6,"LM_0229",NA,1.48,NA,NA,NA,"E88:E88",NA,"E7aFHK",0,NA,19.55,19.06,102.57,"parental strains","SCHUNT_SCHUNT","E7"
"165","E88",NA,NA,4,"LM_0229",NA,2.35,NA,NA,NA,"E88:E88",NA,"E7aLUV",0,NA,18.78,19.06,98.53,"parental strains","SCHUNT_SCHUNT","E7"
"166","E88",NA,NA,7,"LM_0229",NA,1.98,NA,NA,NA,"E88:E88",NA,"E7aNTU",0,NA,18.67,19.06,97.95,"parental strains","SCHUNT_SCHUNT","E7"
"167","E64",NA,NA,2,"LM_0231",NA,1.4,NA,NA,NA,"E88:E64",NA,"E7aANS",0,NA,22.57,20.69,109.09,"inter subsp. hybrids","PWD_SCHUNT","E7"
"168","E64",NA,NA,4,"LM_0231",NA,2.39,NA,NA,NA,"E88:E64",NA,"E7aBCE",14644.3514644351,NA,21.45,20.69,103.67,"inter subsp. hybrids","PWD_SCHUNT","E7"
"169","E64",NA,NA,3,"LM_0231",NA,2.09,NA,NA,NA,"E88:E64",NA,"E7aBMW",0,NA,22,20.69,106.33,"inter subsp. hybrids","PWD_SCHUNT","E7"
"170","E64",NA,NA,0,"LM_0231",NA,2.11,NA,NA,NA,"E88:E64",NA,"E7aBOY",0,NA,20.69,20.69,100,"inter subsp. hybrids","PWD_SCHUNT","E7"
"171","E64",-9.3825,-5.16,8,"LM_0231","pos",2.81,363.666666666667,0.887669072138454,-6.8575,"E88:E64",-4.3125,"E7aCEK",53380.7829181495,NA,20.43,20.69,98.74,"inter subsp. hybrids","PWD_SCHUNT","E7"
"172","E64",NA,NA,1,"LM_0231",NA,1.13,NA,NA,NA,"E88:E64",NA,"E7aCIK",0,NA,21.41,20.69,103.48,"inter subsp. hybrids","PWD_SCHUNT","E7"
"173","E64",NA,NA,5,"LM_0231",NA,1.53,NA,NA,NA,"E88:E64",NA,"E7aCOV",821895.424836601,NA,20.95,20.69,101.26,"inter subsp. hybrids","PWD_SCHUNT","E7"
"174","E64",NA,NA,6,"LM_0231",NA,0.95,NA,7.9440078523568,NA,"E88:E64",NA,"E7aGJT",207894.736842105,NA,20.52,20.69,99.18,"inter subsp. hybrids","PWD_SCHUNT","E7"
"175","E64",NA,NA,7,"LM_0231",NA,1.53,NA,6.18310779757597,NA,"E88:E64",NA,"E7aJRZ",656862.745098039,NA,20.66,20.69,99.86,"inter subsp. hybrids","PWD_SCHUNT","E7"
"176","E88",NA,NA,2,"LM_0232",NA,1.21,NA,NA,NA,"E88:E88",NA,"E7aAGP",0,NA,27.32,26.37,103.6,"inter subsp. hybrids","BUSNA_STRA","E7"
"177","E88",NA,NA,4,"LM_0232",NA,1.92,NA,NA,NA,"E88:E88",NA,"E7aBFJ",0,NA,26.65,26.37,101.06,"inter subsp. hybrids","BUSNA_STRA","E7"
"178","E88",-10.55,-6.22,8,"LM_0232","pos",2.15,206.666666666667,1.77673412685823,-5.435,"E88:E88",-3.01,"E7aCUY",0,NA,26.98,26.37,102.31,"inter subsp. hybrids","BUSNA_STRA","E7"
"179","E88",NA,NA,0,"LM_0232",NA,1.1,NA,NA,NA,"E88:E88",NA,"E7aDIW",0,NA,26.37,26.37,100,"inter subsp. hybrids","BUSNA_STRA","E7"
"180","E88",NA,NA,7,"LM_0232",NA,1.67,NA,NA,NA,"E88:E88",NA,"E7aFGH",0,NA,27.02,26.37,102.46,"inter subsp. hybrids","BUSNA_STRA","E7"
"181","E88",NA,NA,5,"LM_0232",NA,2.07,NA,NA,NA,"E88:E88",NA,"E7aGHN",0,NA,27.26,26.37,103.38,"inter subsp. hybrids","BUSNA_STRA","E7"
"182","E88",NA,NA,3,"LM_0232",NA,1.35,NA,NA,NA,"E88:E88",NA,"E7aGIU",0,NA,27,26.37,102.39,"inter subsp. hybrids","BUSNA_STRA","E7"
"183","E88",NA,NA,1,"LM_0232",NA,2.18,NA,NA,NA,"E88:E88",NA,"E7aHNS",0,NA,27.09,26.37,102.73,"inter subsp. hybrids","BUSNA_STRA","E7"
"184","E88",NA,NA,6,"LM_0232",NA,1.11,NA,NA,NA,"E88:E88",NA,"E7aNPW",0,NA,26.56,26.37,100.72,"inter subsp. hybrids","BUSNA_STRA","E7"
"185","E88",NA,NA,2,"LM_0233",NA,1.21,NA,NA,NA,"E88:E88",NA,"E7aDQW",0,NA,30.76,29.77,103.33,"parental strains","STRA_STRA","E7"
"186","E88",NA,NA,0,"LM_0233",NA,2.85,NA,NA,NA,"E88:E88",NA,"E7aDUZ",0,NA,29.77,29.77,100,"parental strains","STRA_STRA","E7"
"187","E88",NA,NA,3,"LM_0233",NA,1.66,NA,NA,NA,"E88:E88",NA,"E7aERY",0,NA,30.71,29.77,103.16,"parental strains","STRA_STRA","E7"
"188","E88",NA,NA,1,"LM_0233",NA,1.92,NA,NA,NA,"E88:E88",NA,"E7aFKW",0,NA,29.75,29.77,99.93,"parental strains","STRA_STRA","E7"
"189","E88",NA,NA,5,"LM_0233",NA,2.16,NA,NA,NA,"E88:E88",NA,"E7aFPQ",0,NA,31.52,29.77,105.88,"parental strains","STRA_STRA","E7"
"190","E88",NA,NA,6,"LM_0233",NA,1.19,NA,NA,NA,"E88:E88",NA,"E7aGSV",0,NA,30.61,29.77,102.82,"parental strains","STRA_STRA","E7"
"191","E88",NA,NA,7,"LM_0233",NA,1.51,NA,5.05934066252274,NA,"E88:E88",NA,"E7aIMQ",0,NA,31.24,29.77,104.94,"parental strains","STRA_STRA","E7"
"192","E88",NA,NA,4,"LM_0233",NA,3.05,NA,NA,NA,"E88:E88",NA,"E7aIMR",0,NA,31.02,29.77,104.2,"parental strains","STRA_STRA","E7"
"193","E88",-11.1725,-5.97,8,"LM_0233","neg",1.75,809.333333333333,4.86923097297706,-6.1225,"E88:E88",NA,"E7aSTU",0,NA,29.96,29.77,100.64,"parental strains","STRA_STRA","E7"
"194","E64",NA,NA,5,"LM_0234",NA,2.29,NA,NA,NA,"E88:E64",NA,"E7aAEJ",407205.240174673,NA,32.15,32.76,98.14,"parental strains","STRA_STRA","E7"
"195","E64",NA,NA,6,"LM_0234",NA,1.35,NA,76.3038260324638,NA,"E88:E64",NA,"E7aAGX",783333.333333333,NA,32.61,32.76,99.54,"parental strains","STRA_STRA","E7"
"196","E64",NA,NA,7,"LM_0234",NA,1.71,NA,6.31105921837141,NA,"E88:E64",NA,"E7aAHU",396198.830409357,NA,33.04,32.76,100.85,"parental strains","STRA_STRA","E7"
"197","E64",NA,-7.89,8,"LM_0234","pos",1.63,1090.33333333333,5.98219397547729,NA,"E88:E64",NA,"E7aBLW",41411.0429447853,NA,32.64,32.76,99.63,"parental strains","STRA_STRA","E7"
"198","E64",NA,NA,4,"LM_0234",NA,2.3,NA,NA,NA,"E88:E64",NA,"E7aCET",1086.95652173913,NA,33.03,32.76,100.82,"parental strains","STRA_STRA","E7"
"199","E64",NA,NA,3,"LM_0234",NA,1.46,NA,NA,NA,"E88:E64",NA,"E7aEKV",0,NA,33,32.76,100.73,"parental strains","STRA_STRA","E7"
"200","E64",NA,NA,1,"LM_0234",NA,1.93,NA,NA,NA,"E88:E64",NA,"E7aGHS",0,NA,32.07,32.76,97.89,"parental strains","STRA_STRA","E7"
"201","E64",NA,NA,2,"LM_0234",NA,1.26,NA,NA,NA,"E88:E64",NA,"E7aJMZ",0,NA,32.68,32.76,99.76,"parental strains","STRA_STRA","E7"
"202","E64",NA,NA,0,"LM_0234",NA,1.36,NA,NA,NA,"E88:E64",NA,"E7aJPX",0,NA,32.76,32.76,100,"parental strains","STRA_STRA","E7"
"203","E64",NA,NA,7,"LM_0235",NA,1.16,NA,8.68133585129729,NA,"E88:E64",NA,"E7aAQY",178879.310344828,NA,19.43,19.58,99.23,"outbred hybrids","STRA_SCHUNT","E7"
"204","E64",NA,NA,6,"LM_0235",NA,0.95,NA,29.159559843424,NA,"E88:E64",NA,"E7aCEO",52631.5789473684,NA,19.5,19.58,99.59,"outbred hybrids","STRA_SCHUNT","E7"
"205","E64",NA,NA,4,"LM_0235",NA,1.9,NA,NA,NA,"E88:E64",NA,"E7aDHL",0,NA,19.17,19.58,97.91,"outbred hybrids","STRA_SCHUNT","E7"
"206","E64",-8.6925,-5.84,8,"LM_0235","pos",0.95,528.333333333333,2.12034089731856,-5.5975,"E88:E64",-3.0275,"E7aDTU",5263.15789473684,NA,19.51,19.58,99.64,"outbred hybrids","STRA_SCHUNT","E7"
"207","E64",NA,NA,5,"LM_0235",NA,1.49,NA,NA,NA,"E88:E64",NA,"E7aEFL",253355.704697987,NA,19.81,19.58,101.17,"outbred hybrids","STRA_SCHUNT","E7"
"208","E64",NA,NA,2,"LM_0235",NA,1.11,NA,NA,NA,"E88:E64",NA,"E7aEHM",0,NA,19.35,19.58,98.83,"outbred hybrids","STRA_SCHUNT","E7"
"209","E64",NA,NA,0,"LM_0235",NA,0.99,NA,NA,NA,"E88:E64",NA,"E7aFJS",0,NA,19.58,19.58,100,"outbred hybrids","STRA_SCHUNT","E7"
"210","E64",NA,NA,1,"LM_0235",NA,0.86,NA,NA,NA,"E88:E64",NA,"E7aHKM",0,NA,19.41,19.58,99.13,"outbred hybrids","STRA_SCHUNT","E7"
"211","E64",NA,NA,3,"LM_0235",NA,1.12,NA,NA,NA,"E88:E64",NA,"E7aQUZ",0,NA,19.13,19.58,97.7,"outbred hybrids","STRA_SCHUNT","E7"
"212","E64",NA,NA,3,"LM_0236",NA,2.11,NA,NA,NA,"E88:E64",NA,"E7aADG",0,NA,27.45,26.25,104.57,"parental strains","STRA_STRA","E7"
"213","E64",NA,NA,0,"LM_0236",NA,1.21,NA,NA,NA,"E88:E64",NA,"E7aAGN",0,NA,26.25,26.25,100,"parental strains","STRA_STRA","E7"
"214","E64",NA,NA,4,"LM_0236",NA,2.32,NA,NA,NA,"E88:E64",NA,"E7aBHI",0,NA,26.94,26.25,102.63,"parental strains","STRA_STRA","E7"
"215","E64",NA,NA,5,"LM_0236",NA,1.96,NA,NA,NA,"E88:E64",NA,"E7aEQV",179846.93877551,NA,25.72,26.25,97.98,"parental strains","STRA_STRA","E7"
"216","E64",NA,-6.02,8,"LM_0236","pos",2.33,1168.66666666667,0.939915392134487,NA,"E88:E64",NA,"E7aFRU",33261.8025751073,NA,27.05,26.25,103.05,"parental strains","STRA_STRA","E7"
"217","E64",NA,NA,6,"LM_0236",NA,1.4,NA,26.5545715029539,NA,"E88:E64",NA,"E7aHKN",566071.428571429,NA,27.05,26.25,103.05,"parental strains","STRA_STRA","E7"
"218","E64",NA,NA,7,"LM_0236",NA,1.42,NA,18.4540538108344,NA,"E88:E64",NA,"E7aNRU",424295.774647887,NA,28.03,26.25,106.78,"parental strains","STRA_STRA","E7"
"219","E64",NA,NA,2,"LM_0236",NA,1.15,NA,NA,NA,"E88:E64",NA,"E7aPRV",0,NA,26.92,26.25,102.55,"parental strains","STRA_STRA","E7"
"220","E64",NA,NA,1,"LM_0236",NA,1.7,NA,NA,NA,"E88:E64",NA,"E7aTXZ",0,NA,23.35,26.25,88.95,"parental strains","STRA_STRA","E7"
"221","E64",NA,NA,6,"LM_0238",NA,0.47,NA,NA,NA,"E88:E64",NA,"E7aEWY",53191.4893617021,NA,20.47,21.39,95.7,"outbred hybrids","PWD_BUSNA","E7"
"222","E64",NA,NA,1,"LM_0238",NA,1.58,NA,NA,NA,"E88:E64",NA,"E7aGIQ",0,NA,21.56,21.39,100.79,"outbred hybrids","PWD_BUSNA","E7"
"223","E64",NA,NA,2,"LM_0238",NA,1.36,NA,NA,NA,"E88:E64",NA,"E7aGMW",0,NA,22.14,21.39,103.51,"outbred hybrids","PWD_BUSNA","E7"
"224","E64",NA,NA,0,"LM_0238",NA,3.28,NA,NA,NA,"E88:E64",NA,"E7aILM",0,NA,27.39,27.39,100,"outbred hybrids","PWD_BUSNA","E7"
"225","E64",NA,NA,4,"LM_0238",NA,1.32,NA,NA,NA,"E88:E64",NA,"E7aINU",0,NA,21.13,21.39,98.78,"outbred hybrids","PWD_BUSNA","E7"
"226","E64",NA,NA,5,"LM_0238",NA,0.82,NA,NA,NA,"E88:E64",NA,"E7aKST",533536.585365854,NA,20.84,21.39,97.43,"outbred hybrids","PWD_BUSNA","E7"
"227","E64",NA,NA,3,"LM_0238",NA,1.46,NA,NA,NA,"E88:E64",NA,"E7aKUZ",0,NA,21.42,21.39,100.14,"outbred hybrids","PWD_BUSNA","E7"
"228","E64",-10.3425,-4.42,8,"LM_0238","pos",1.38,608.5,3.47981538698723,-6.3925,"E88:E64",-4.3375,"E7aLYZ",157608.695652174,NA,20.41,21.39,95.42,"outbred hybrids","PWD_BUSNA","E7"
"229","E64",NA,NA,7,"LM_0238",NA,0.79,NA,9.79093082430209,NA,"E88:E64",NA,"E7aNOY",253164.556962025,NA,20.09,21.39,93.92,"outbred hybrids","PWD_BUSNA","E7"
"230","E88",NA,NA,3,"LM_0239",NA,1.99,NA,NA,NA,"E88:E88",NA,"E7aEFQ",0,NA,19.33,19.41,99.59,"parental strains","SCHUNT_SCHUNT","E7"
"231","E88",NA,NA,0,"LM_0239",NA,1.94,NA,NA,NA,"E88:E88",NA,"E7aEIQ",0,NA,19.41,19.41,100,"parental strains","SCHUNT_SCHUNT","E7"
"232","E88",NA,NA,1,"LM_0239",NA,1.82,NA,NA,NA,"E88:E88",NA,"E7aGVW",0,NA,19.84,19.41,102.22,"parental strains","SCHUNT_SCHUNT","E7"
"233","E88",NA,NA,2,"LM_0239",NA,1.14,NA,NA,NA,"E88:E88",NA,"E7aHPY",0,NA,19.56,19.41,100.77,"parental strains","SCHUNT_SCHUNT","E7"
"234","E88",NA,NA,6,"LM_0239",NA,3.15,NA,NA,NA,"E88:E88",NA,"E7aIQW",0,NA,18.8,19.41,96.86,"parental strains","SCHUNT_SCHUNT","E7"
"235","E88",NA,-6.76,8,"LM_0239","pos",2.87,237.833333333333,5.68730891054033,NA,"E88:E88",NA,"E7aJMR",0,NA,18.47,19.41,95.16,"parental strains","SCHUNT_SCHUNT","E7"
"236","E88",NA,NA,4,"LM_0239",NA,3.74,NA,NA,NA,"E88:E88",NA,"E7aKMO",0,NA,19.28,19.41,99.33,"parental strains","SCHUNT_SCHUNT","E7"
"237","E88",NA,NA,7,"LM_0239",NA,1.84,NA,3.3566626029832,NA,"E88:E88",NA,"E7aLOT",0,NA,19.04,19.41,98.09,"parental strains","SCHUNT_SCHUNT","E7"
"238","E88",NA,NA,5,"LM_0239",NA,2.81,NA,NA,NA,"E88:E88",NA,"E7aMOX",0,NA,19.6,19.41,100.98,"parental strains","SCHUNT_SCHUNT","E7"
"239","E64",NA,NA,2,"LM_0240",NA,1.56,NA,NA,NA,"E88:E64",NA,"E7aACZ",0,NA,21.09,20.45,103.13,"inter subsp. hybrids","SCHUNT_PWD","E7"
"240","E64",NA,NA,7,"LM_0240",NA,1.04,NA,7.77838821324282,NA,"E88:E64",NA,"E7aAVW",64903.8461538461,NA,22.16,20.45,108.36,"inter subsp. hybrids","SCHUNT_PWD","E7"
"241","E64",NA,NA,1,"LM_0240",NA,2.3,NA,NA,NA,"E88:E64",NA,"E7aBDI",0,NA,20.89,20.45,102.15,"inter subsp. hybrids","SCHUNT_PWD","E7"
"242","E64",-8.47,-6.65,8,"LM_0240","pos",1.39,424,5.61738807203253,-5.66,"E88:E64",-2.455,"E7aCIW",1798.56115107914,NA,20.45,20.45,100,"inter subsp. hybrids","SCHUNT_PWD","E7"
"243","E64",NA,NA,3,"LM_0240",NA,1.6,NA,NA,NA,"E88:E64",NA,"E7aEKX",0,NA,21.24,20.45,103.86,"inter subsp. hybrids","SCHUNT_PWD","E7"
"244","E64",NA,NA,0,"LM_0240",NA,1.03,NA,NA,NA,"E88:E64",NA,"E7aHKW",0,NA,20.45,20.45,100,"inter subsp. hybrids","SCHUNT_PWD","E7"
"245","E64",NA,NA,6,"LM_0240",NA,1.89,NA,18.4540538108344,NA,"E88:E64",NA,"E7aJKX",167989.417989418,NA,21.6,20.45,105.62,"inter subsp. hybrids","SCHUNT_PWD","E7"
"246","E64",NA,NA,4,"LM_0240",NA,2.41,NA,4.95382855404714,NA,"E88:E64",NA,"E7aKMQ",0,NA,21.14,20.45,103.37,"inter subsp. hybrids","SCHUNT_PWD","E7"
"247","E64",NA,NA,5,"LM_0240",NA,1.53,NA,NA,NA,"E88:E64",NA,"E7aMQW",40849.6732026144,NA,21.48,20.45,105.04,"inter subsp. hybrids","SCHUNT_PWD","E7"
"248","E88",NA,NA,6,"LM_0247",NA,2.61,NA,4.72077067076603,NA,"E88:E88",NA,"E7aABO",0,NA,26.18,27.13,96.5,"outbred hybrids","STRA_SCHUNT","E7"
"249","E88",NA,NA,3,"LM_0247",NA,2.77,NA,NA,NA,"E88:E88",NA,"E7aBKM",0,NA,26.04,27.13,95.98,"outbred hybrids","STRA_SCHUNT","E7"
"250","E88",NA,NA,0,"LM_0247",NA,3.22,NA,NA,NA,"E88:E88",NA,"E7aBVZ",0,NA,27.13,27.13,100,"outbred hybrids","STRA_SCHUNT","E7"
"251","E88",NA,NA,5,"LM_0247",NA,2.86,NA,NA,NA,"E88:E88",NA,"E7aCGT",0,NA,26.78,27.13,98.71,"outbred hybrids","STRA_SCHUNT","E7"
"252","E88",NA,NA,2,"LM_0247",NA,1.73,NA,NA,NA,"E88:E88",NA,"E7aFHS",0,NA,26.45,27.13,97.49,"outbred hybrids","STRA_SCHUNT","E7"
"253","E88",NA,NA,7,"LM_0247",NA,2.88,NA,0,NA,"E88:E88",NA,"E7aFPV",0,NA,26.75,27.13,98.6,"outbred hybrids","STRA_SCHUNT","E7"
"254","E88",NA,NA,4,"LM_0247",NA,3.97,NA,NA,NA,"E88:E88",NA,"E7aGOV",3148.61460957179,NA,26.54,27.13,97.83,"outbred hybrids","STRA_SCHUNT","E7"
"255","E88",NA,NA,1,"LM_0247",NA,3.74,NA,NA,NA,"E88:E88",NA,"E7aHOY",0,NA,26.69,27.13,98.38,"outbred hybrids","STRA_SCHUNT","E7"
"256","E88",-11.1375,-4.68,8,"LM_0247","pos",7.14,148.5,5.74965573181054,-6.0825,"E88:E88",-3.9525,"E7aJMX",350.140056022409,NA,25.93,27.13,95.58,"outbred hybrids","STRA_SCHUNT","E7"
"257","E64",NA,NA,1,"LM_0248",NA,0.92,NA,NA,NA,"E88:E64",NA,"E7aAFN",0,NA,23.14,23.46,98.64,"outbred hybrids","STRA_SCHUNT","E7"
"258","E64",NA,NA,0,"LM_0248",NA,0.67,NA,NA,NA,"E88:E64",NA,"E7aAFY",0,NA,23.46,23.46,100,"outbred hybrids","STRA_SCHUNT","E7"
"259","E64",NA,NA,5,"LM_0248",NA,2.06,NA,NA,NA,"E88:E64",NA,"E7aAMX",296116.504854369,NA,22.23,23.46,94.76,"outbred hybrids","STRA_SCHUNT","E7"
"260","E64",NA,-6.92,8,"LM_0248","pos",2.5,307.333333333333,4.43651968737429,NA,"E88:E64",NA,"E7aAPS",4000,NA,20.58,23.46,87.72,"outbred hybrids","STRA_SCHUNT","E7"
"261","E64",NA,NA,4,"LM_0248",NA,2.33,NA,NA,NA,"E88:E64",NA,"E7aAQW",5364.80686695279,NA,21.73,23.46,92.63,"outbred hybrids","STRA_SCHUNT","E7"
"262","E64",NA,NA,2,"LM_0248",NA,1,NA,NA,NA,"E88:E64",NA,"E7aFJR",0,NA,22.28,23.46,94.97,"outbred hybrids","STRA_SCHUNT","E7"
"263","E64",NA,NA,6,"LM_0248",NA,1.74,NA,NA,NA,"E88:E64",NA,"E7aFQX",731321.83908046,NA,20.95,23.46,89.3,"outbred hybrids","STRA_SCHUNT","E7"
"264","E64",NA,NA,7,"LM_0248",NA,1.32,NA,5.45343908205199,NA,"E88:E64",NA,"E7aKOX",123106.060606061,NA,21.72,23.46,92.58,"outbred hybrids","STRA_SCHUNT","E7"
"265","E64",NA,NA,3,"LM_0248",NA,1.57,NA,NA,NA,"E88:E64",NA,"E7aQTX",0,NA,22.06,23.46,94.03,"outbred hybrids","STRA_SCHUNT","E7"
"266","E64",NA,NA,6,"LM_0249",NA,1.3,NA,NA,NA,"E88:E64",NA,"E7aANV",284615.384615385,NA,23.77,26.1,91.07,"outbred hybrids","SCHUNT_STRA","E7"
"267","E64",NA,NA,0,"LM_0249",NA,0.74,NA,NA,NA,"E88:E64",NA,"E7aASZ",0,NA,26.1,26.1,100,"outbred hybrids","SCHUNT_STRA","E7"
"268","E64",NA,NA,7,"LM_0249",NA,1.12,NA,3.93032929896081,NA,"E88:E64",NA,"E7aCLV",64732.1428571428,NA,24.55,26.1,94.06,"outbred hybrids","SCHUNT_STRA","E7"
"269","E64",NA,NA,2,"LM_0249",NA,1.15,NA,NA,NA,"E88:E64",NA,"E7aFMR",0,NA,26.2,26.1,100.38,"outbred hybrids","SCHUNT_STRA","E7"
"270","E64",NA,NA,5,"LM_0249",NA,1.7,NA,NA,NA,"E88:E64",NA,"E7aGWZ",163235.294117647,NA,24.36,26.1,93.33,"outbred hybrids","SCHUNT_STRA","E7"
"271","E64",NA,NA,1,"LM_0249",NA,1.62,NA,NA,NA,"E88:E64",NA,"E7aIMU",0,NA,26.09,26.1,99.96,"outbred hybrids","SCHUNT_STRA","E7"
"272","E64",NA,NA,3,"LM_0249",NA,1.86,NA,NA,NA,"E88:E64",NA,"E7aLNU",0,NA,25.92,26.1,99.31,"outbred hybrids","SCHUNT_STRA","E7"
"273","E64",NA,NA,4,"LM_0249",NA,3.25,NA,NA,NA,"E88:E64",NA,"E7aMPU",0,NA,25.53,26.1,97.82,"outbred hybrids","SCHUNT_STRA","E7"
"274","E64",-9.7675,-5.96,8,"LM_0249","pos",2.71,242.666666666667,1.62435853414336,-6.6525,"E88:E64",-4.1475,"E7aPSV",2767.52767527675,NA,24.4,26.1,93.49,"outbred hybrids","SCHUNT_STRA","E7"
"275","E88",NA,NA,5,"LM_0251",NA,1.34,NA,NA,NA,"E88:E88",NA,"E7aADV",0,NA,23.42,23.16,101.12,"inter subsp. hybrids","STRA_BUSNA","E7"
"276","E88",NA,NA,4,"LM_0251",NA,2.01,NA,NA,NA,"E88:E88",NA,"E7aAMS",0,NA,23.05,23.16,99.53,"inter subsp. hybrids","STRA_BUSNA","E7"
"277","E88",NA,NA,2,"LM_0251",NA,1.18,NA,NA,NA,"E88:E88",NA,"E7aDOT",0,NA,21.89,23.16,94.52,"inter subsp. hybrids","STRA_BUSNA","E7"
"278","E88",-8.835,-4.73,8,"LM_0251","pos",1.32,35.5,10.7285610680602,-6.47,"E88:E88",-4.365,"E7aEOT",0,NA,21.84,23.16,94.3,"inter subsp. hybrids","STRA_BUSNA","E7"
"279","E88",NA,NA,3,"LM_0251",NA,1.98,NA,NA,NA,"E88:E88",NA,"E7aGLO",0,NA,22.36,23.16,96.55,"inter subsp. hybrids","STRA_BUSNA","E7"
"280","E88",NA,NA,0,"LM_0251",NA,0.69,NA,NA,NA,"E88:E88",NA,"E7aGSZ",0,NA,23.16,23.16,100,"inter subsp. hybrids","STRA_BUSNA","E7"
"281","E88",NA,NA,1,"LM_0251",NA,0.93,NA,NA,NA,"E88:E88",NA,"E7aKNZ",0,NA,21.85,23.16,94.34,"inter subsp. hybrids","STRA_BUSNA","E7"
"282","E88",NA,NA,6,"LM_0251",NA,1.06,NA,NA,NA,"E88:E88",NA,"E7aLNT",0,NA,23.09,23.16,99.7,"inter subsp. hybrids","STRA_BUSNA","E7"
